"Help! I'm a Fish","Help! I'm a Fish"
"Second Chance","Second Chance"
"Together Alone","Together Alone"
"Chellamae","Chellamae"
"Love at Large","Love at Large"
"For Colored Girls","For Colored Girls"
"The Road to Wellville","The Road to Wellville"
"Safari","Safari"
"Dangerously Close","Dangerously Close"
"Poachers","Poachers"
"Gummo","Gummo"
"Hocus Pocus","Hocus Pocus"
"Submarine command","Submarine command"
"Cousins","Cousins"
"Proof","Proof"
"The Bourne Supremacy","The Bourne Supremacy"
"The Duel at Silver Creek","The Duel at Silver Creek"
"Death Wish 4: The Crackdown","Death Wish 4: The Crackdown"
"Weekend at Bernie's","Weekend at Bernie's"
"Son of Rambow","Son of Rambow"
"Fright Night","Fright Night"
"The Last Starfighter","The Last Starfighter"
"Paranormal Activity 4","Paranormal Activity 4"
"Deadfall","Deadfall"
"The Girl","The Girl"
"P.O.W. The Escape","P.O.W. The Escape"
"La Vie En Rose","La Vie En Rose"
"Digimon: The Movie","Digimon: The Movie"
"The Enforcer","The Enforcer"
"Scooby-Doo","Scooby-Doo"
"Deepstar Six","Deepstar Six"
"Anna and the King","Anna and the King"
"Zelig","Zelig"
"Garfield: The Movie","Garfield: The Movie"
"New York Confidential","New York Confidential"
"Cry Freedom","Cry Freedom"
"Out Cold","Out Cold"
"Secret Love","Secret Love"
"Highlander II: The Quickening","Highlander II: The Quickening"
"Halloween 6","Halloween 6"
"Seventh Heaven","Seventh Heaven"
"The Last Hunt","The Last Hunt"
"Our Town","Our Town"
"What Planet Are You From?","What Planet Are You From?"
"Porky's II: The Next Day","Porky's II: The Next Day"
"Richie Rich","Richie Rich"
"The Lord of the Rings: The Two Towers","The Lord of the Rings: The Two Towers"
"Il Divo","Il Divo"
"Naked Souls","Naked Souls"
"Mapado 2: Back to the Island","Mapado 2: Back to the Island"
"Piranha 3-D","Piranha 3-D"
"BUtterfield 8","BUtterfield 8"
"Hell and High Water","Hell and High Water"
"The Flying Scotsman","The Flying Scotsman"
"Article 99","Article 99"
"Total Recall","Total Recall"
"Idlewild","Idlewild"
"Pokémon Ranger and the Prince of the Sea: Manaphy","Pokémon Ranger and the Prince of the Sea: Manaphy"
"Next Friday","Next Friday"
"Dying Young","Dying Young"
"The Bow","The Bow"
"The Warrior And The Sorceress","The Warrior And The Sorceress"
"The Legacy","The Legacy"
"Fire in the Sky","Fire in the Sky"
"Sonny","Sonny"
"Lady Daddy","Lady Daddy"
"The Paper","The Paper"
"Epic Movie","Epic Movie"
"Cool School","Cool School"
"Gigi","Gigi"
"When a Stranger Calls","When a Stranger Calls"
"The Star Chamber","The Star Chamber"
"Hurlyburly","Hurlyburly"
"More American Graffiti","More American Graffiti"
"Collateral Damage","Collateral Damage"
"Best in Show","Best in Show"
"Singin' in the Rain","Singin' in the Rain"
"Airport","Airport"
"Top Cat","Top Cat"
"Eagle vs Shark","Eagle vs Shark"
"Ghost in the Shell","Ghost in the Shell"
"Milk","Milk"
"The Hunchback of Notre Dame","The Hunchback of Notre Dame"
"The Benny Goodman Story","The Benny Goodman Story"
"The Burning Hills","The Burning Hills"
"Dear Zachary: A Letter to a Son About His Father","Dear Zachary: A Letter to a Son About His Father"
"Amreeka","Amreeka"
"You Will Meet a Tall Dark Stranger","You Will Meet a Tall Dark Stranger"
"The Poseidon Adventure","The Poseidon Adventure"
"The Myth of Fingerprints","The Myth of Fingerprints"
"Witless Protection","Witless Protection"
"The Good Shepherd","The Good Shepherd"
"The Missing","The Missing"
"Zebraman: Vengeful Zebra City","Zebraman: Vengeful Zebra City"
"Contagion","Contagion"
"Friday the 13th Part VI: Jason Lives","Friday the 13th Part VI: Jason Lives"
"Born in East L.A.","Born in East L.A."
"Straight Talk","Straight Talk"
"Killers","Killers"
"Cats & Dogs","Cats & Dogs"
"Goodbye, Columbus","Goodbye, Columbus"
"Mousehunt","Mousehunt"
"The Prophecy","The Prophecy"
"The Chumscrubber","The Chumscrubber"
"Spy Kids 2: Island of Lost Dreams","Spy Kids 2: Island of Lost Dreams"
"The Land Before Time","The Land Before Time"
"Hadewijch","Hadewijch"
"Scenes from the Class Struggle in Beverly Hills","Scenes from the Class Struggle in Beverly Hills"
"Red Lights","Red Lights"
"Kangaroo Jack","Kangaroo Jack"
"Sling Blade","Sling Blade"
"Hondo","Hondo"
"Did You Hear About the Morgans?","Did You Hear About the Morgans?"
"Resident Evil: Afterlife","Resident Evil: Afterlife"
"Alien Nation","Alien Nation"
"The Hitman","The Hitman"
"Kramer vs. Kramer","Kramer vs. Kramer"
"Leprechaun 2","Leprechaun 2"
"Topsy Turvy","Topsy Turvy"
"Scary Movie","Scary Movie"
"Some Like It Hot","Some Like It Hot"
"Shodo Girls","Shodo Girls"
"Memoirs of an Invisible Man","Memoirs of an Invisible Man"
"Barnyard","Barnyard"
"The Final Countdown","The Final Countdown"
"Who's Afraid of Virginia Woolf?","Who's Afraid of Virginia Woolf?"
"Wonderland","Wonderland"
"Night Passage","Night Passage"
"Husbands and Wives","Husbands and Wives"
"One Day","One Day"
"The American","The American"
"Before the Devil Knows You're Dead","Before the Devil Knows You're Dead"
"I've Loved You So Long","I've Loved You So Long"
"Force 10 from Navarone","Force 10 from Navarone"
"Freaky Friday","Freaky Friday"
"Pinocchio","Pinocchio"
"Diva","Diva"
"I Want to Live!","I Want to Live!"
"Agora","Agora"
"Alice in Wonderland","Alice in Wonderland"
"I Was a Teenage Werewolf","I Was a Teenage Werewolf"
"Jane Austen's Mafia!","Jane Austen's Mafia!"
"Exit Through the Gift Shop","Exit Through the Gift Shop"
"The Baader Meinhof Complex","The Baader Meinhof Complex"
"Swimming Pool","Swimming Pool"
"Hilda Crane","Hilda Crane"
"The French Lieutenant's Woman","The French Lieutenant's Woman"
"Ernest Saves Christmas","Ernest Saves Christmas"
"Arthur Christmas","Arthur Christmas"
"The Twilight Saga: Breaking Dawn - Part 1","The Twilight Saga: Breaking Dawn - Part 1"
"The Court-Martial of Billy Mitchell","The Court-Martial of Billy Mitchell"
"Atanarjuat","Atanarjuat"
"The Pianist","The Pianist"
"The Name of the Rose","The Name of the Rose"
"Blue Velvet","Blue Velvet"
"Galaxy of Terror","Galaxy of Terror"
"Chicago Joe and the Showgirl","Chicago Joe and the Showgirl"
"The Yellow Sea","The Yellow Sea"
"The Two Jakes","The Two Jakes"
"Life with Mikey","Life with Mikey"
"Scarlet Street","Scarlet Street"
"Fat Pizza: The Movie","Fat Pizza: The Movie"
"Take Out","Take Out"
"Voices","Voices"
"Southland Tales","Southland Tales"
"Saratoga","Saratoga"
"Session 9","Session 9"
"My Blue Heaven","My Blue Heaven"
"The Man Who Knew Too Much","The Man Who Knew Too Much"
"The Band's Visit","The Band's Visit"
"Wedding Bell Blues","Wedding Bell Blues"
"Stalingrad","Stalingrad"
"Amalfi: Rewards of the Goddess","Amalfi: Rewards of the Goddess"
"Gumby: The Movie","Gumby: The Movie"
"Zatoichi","Zatoichi"
"Space Cowboys","Space Cowboys"
"The Railroad","The Railroad"
"In the Bedroom","In the Bedroom"
"Frozen Assets","Frozen Assets"
"Persepolis","Persepolis"
"Thirteen Days","Thirteen Days"
"The Nanny Diaries","The Nanny Diaries"
"Pained","Pained"
"The Dangerous Lives of Altar Boys","The Dangerous Lives of Altar Boys"
"Singles","Singles"
"Bullies","Bullies"
"Hair","Hair"
"Josh and S.A.M.","Josh and S.A.M."
"Restless","Restless"
"Don't Look Back","Don't Look Back"
"Mistress","Mistress"
"The Station Agent","The Station Agent"
"The Number 23","The Number 23"
"Swing Time","Swing Time"
"The Right Stuff","The Right Stuff"
"One Million Years BC","One Million Years BC"
"The Three Burials of Melquiades Estrada","The Three Burials of Melquiades Estrada"
"Wicked Stepmother","Wicked Stepmother"
"Wonder Bar","Wonder Bar"
"Cairo Time","Cairo Time"
"La séparation","La séparation"
"Albert Nobbs","Albert Nobbs"
"La Leyenda de la Llorona","La Leyenda de la Llorona"
"The Girlfriend Experience","The Girlfriend Experience"
"Baghead","Baghead"
"Sex & Philosophy","Sex & Philosophy"
"Wild Hearts Can't Be Broken","Wild Hearts Can't Be Broken"
"An Affair to Remember","An Affair to Remember"
"Leatherface: Texas Chainsaw Massacre III","Leatherface: Texas Chainsaw Massacre III"
"Eleni","Eleni"
"I Love You, Man","I Love You, Man"
"Out on a Limb","Out on a Limb"
"Riot in Cell Block 11","Riot in Cell Block 11"
"Sleepwalkers","Sleepwalkers"
"Crimson Tide","Crimson Tide"
"A Dirty Shame","A Dirty Shame"
"Made in U.S.A.","Made in U.S.A."
"Ready to Rumble","Ready to Rumble"
"Wonder Woman","Wonder Woman"
"A Walk in the Clouds","A Walk in the Clouds"
"Switchback","Switchback"
"200 Pounds Beauty","200 Pounds Beauty"
"An American Werewolf in London","An American Werewolf in London"
"Halloween 5: The Revenge of Michael Myers","Halloween 5: The Revenge of Michael Myers"
"Bert Rigby, You're a Fool","Bert Rigby, You're a Fool"
"The Game of Their Lives","The Game of Their Lives"
"If Lucy Fell","If Lucy Fell"
"Real Steel","Real Steel"
"The Woodsman","The Woodsman"
"My Boss's Daughter","My Boss's Daughter"
"Calamity Jane","Calamity Jane"
"Diggstown","Diggstown"
"Passenger 57","Passenger 57"
"Harry Potter and the Goblet of Fire","Harry Potter and the Goblet of Fire"
"The Love of Siam","The Love of Siam"
"Çılgın dersane kampta","Çılgın dersane kampta"
"Citizen Ruth","Citizen Ruth"
"The Anniversary Party","The Anniversary Party"
"The Hindenburg","The Hindenburg"
"Payback","Payback"
"Breakfast at Tiffany's","Breakfast at Tiffany's"
"Yes Man","Yes Man"
"Bubble","Bubble"
"The Saint Strikes Back","The Saint Strikes Back"
"Wise Guys","Wise Guys"
"Cohen and Tate","Cohen and Tate"
"One Rainy Afternoon","One Rainy Afternoon"
"Ma and Pa Kettle at Waikiki","Ma and Pa Kettle at Waikiki"
"Chelsea Walls","Chelsea Walls"
"The Astronaut's Wife","The Astronaut's Wife"
"My Favorite Year","My Favorite Year"
"Monty Python's The Meaning of Life","Monty Python's The Meaning of Life"
"Trading Mom","Trading Mom"
"Sherrybaby","Sherrybaby"
"Eye in the Sky","Eye in the Sky"
"The Wings of the Dove","The Wings of the Dove"
"Ghost: In Your Arms Again","Ghost: In Your Arms Again"
"Total Recall","Total Recall"
"Hair Show","Hair Show"
"Deep Rising","Deep Rising"
"Taking Lives","Taking Lives"
"Citizen Kane","Citizen Kane"
"Time After Time","Time After Time"
"The Godfather Part II","The Godfather Part II"
"Withnail and I","Withnail and I"
"Rudy","Rudy"
"Keane","Keane"
"Long Time Dead","Long Time Dead"
"Killer Joe","Killer Joe"
"Heartbreak Hotel","Heartbreak Hotel"
"Sgt. Bilko","Sgt. Bilko"
"Something New","Something New"
"Bull Durham","Bull Durham"
"Moonraker","Moonraker"
"Alien³","Alien³"
"The Lady","The Lady"
"Alien: Resurrection","Alien: Resurrection"
"Raise Your Voice","Raise Your Voice"
"Police Academy: Mission to Moscow","Police Academy: Mission to Moscow"
"Immortal Beloved","Immortal Beloved"
"One More Saturday Night","One More Saturday Night"
"Hardware","Hardware"
"The Verdict","The Verdict"
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan"
"Lara Croft: Tomb Raider","Lara Croft: Tomb Raider"
"The Frighteners","The Frighteners"
"The Story of the Weeping Camel","The Story of the Weeping Camel"
"The Jazz Singer","The Jazz Singer"
"Waltz with Bashir","Waltz with Bashir"
"The Lives of Others","The Lives of Others"
"Me and Orson Welles","Me and Orson Welles"
"Rush","Rush"
"Up and Down","Up and Down"
"Still Smokin'","Still Smokin'"
"The Words","The Words"
"Glory","Glory"
"The Signal","The Signal"
"The Smurfs and the Magic Flute","The Smurfs and the Magic Flute"
"Firewalker","Firewalker"
"Last of the Dogmen","Last of the Dogmen"
"Gentlemen Prefer Blondes","Gentlemen Prefer Blondes"
"The Family Stone","The Family Stone"
"Lethal Weapon","Lethal Weapon"
"John Carpenter's The Fog","John Carpenter's The Fog"
"Hugo Pool","Hugo Pool"
"Kiss Me, Kate","Kiss Me, Kate"
"Miss Congeniality 2: Armed and Fabulous","Miss Congeniality 2: Armed and Fabulous"
"Wedding Daze","Wedding Daze"
"Frantic","Frantic"
"I Am Legend","I Am Legend"
"PCU","PCU"
"United 93","United 93"
"Signs","Signs"
"Never Talk to Strangers","Never Talk to Strangers"
"Woman is the Future of Man","Woman is the Future of Man"
"Next Stop Wonderland","Next Stop Wonderland"
"The Tenant","The Tenant"
"Of Mice and Men","Of Mice and Men"
"Meltdown","Meltdown"
"Strike Up the Band","Strike Up the Band"
"In Love and War","In Love and War"
"The Horseman on the Roof","The Horseman on the Roof"
"Paprika","Paprika"
"The Accidental Tourist","The Accidental Tourist"
"Polish Wedding","Polish Wedding"
"The Oogieloves in the Big Balloon Adventure","The Oogieloves in the Big Balloon Adventure"
"Phineas and Ferb The Movie: Across the 2nd Dimension","Phineas and Ferb The Movie: Across the 2nd Dimension"
"John Tucker Must Die","John Tucker Must Die"
"Ask the Dust","Ask the Dust"
"The Amateur","The Amateur"
"Tomcats","Tomcats"
"Jeanne Eagels","Jeanne Eagels"
"The Education Of Charlie Banks","The Education Of Charlie Banks"
"Letters to Juliet","Letters to Juliet"
"American Psycho","American Psycho"
"Eat Pray Love","Eat Pray Love"
"Raise The Titanic","Raise The Titanic"
"White Man's Burden","White Man's Burden"
"Flywheel","Flywheel"
"Waking Up in Reno","Waking Up in Reno"
"We've Never Been Licked","We've Never Been Licked"
"Milk Money","Milk Money"
"Life","Life"
"Kiss Them for Me","Kiss Them for Me"
"Zathura","Zathura"
"Ever After","Ever After"
"Secretary","Secretary"
"Spun","Spun"
"Superman II","Superman II"
"Hanamizuki","Hanamizuki"
"The Gift","The Gift"
"Men at Work","Men at Work"
"Norbit","Norbit"
"Prometheus","Prometheus"
"The Human Centipede","The Human Centipede"
"Wrestling Ernest Hemingway","Wrestling Ernest Hemingway"
"Flesh Gordon","Flesh Gordon"
"Snow White and the Seven Dwarfs","Snow White and the Seven Dwarfs"
"Brotherhood of the Wolf","Brotherhood of the Wolf"
"Dan in Real Life","Dan in Real Life"
"The Hunters","The Hunters"
"Manderlay","Manderlay"
"My Super Ex-Girlfriend","My Super Ex-Girlfriend"
"Miami Vice","Miami Vice"
"Hot Rod","Hot Rod"
"Halloween H20: 20 Years Later","Halloween H20: 20 Years Later"
"Silverado","Silverado"
"Serving Sara","Serving Sara"
"Freddie as F.R.O.7","Freddie as F.R.O.7"
"Coupe de Ville","Coupe de Ville"
"Find Me Guilty","Find Me Guilty"
"The Breakfast Club","The Breakfast Club"
"Persuasion","Persuasion"
"Doctor Detroit","Doctor Detroit"
"Tequila Sunrise","Tequila Sunrise"
"Kill Bill Volume 1","Kill Bill Volume 1"
"Strange Brew","Strange Brew"
"I Confess","I Confess"
"The Pain","The Pain"
"Monster-in-Law","Monster-in-Law"
"A Man Apart","A Man Apart"
"The History Boys","The History Boys"
"Grosse Pointe Blank","Grosse Pointe Blank"
"Desert Flower","Desert Flower"
"Look Who's Talking Now","Look Who's Talking Now"
"Journey to the Center of the Earth","Journey to the Center of the Earth"
"Mission: Impossible – Ghost Protocol","Mission: Impossible – Ghost Protocol"
"Lars and the Real Girl","Lars and the Real Girl"
"Message in a Bottle","Message in a Bottle"
"Narc","Narc"
"The Hot Rock","The Hot Rock"
"The Stewardesses","The Stewardesses"
"Back from Eternity","Back from Eternity"
"Flight of the Navigator","Flight of the Navigator"
"Over the Top","Over the Top"
"Shattered Glass","Shattered Glass"
"Graveyard Shift","Graveyard Shift"
"The World in His Arms","The World in His Arms"
"The Man Who Cried","The Man Who Cried"
"Clerks II","Clerks II"
"To Catch a Thief","To Catch a Thief"
"Mr. Bean's Holiday","Mr. Bean's Holiday"
"Premonition","Premonition"
"Local Hero","Local Hero"
"Halloween","Halloween"
"V/H/S","V/H/S"
"Down Periscope","Down Periscope"
"The Upside of Anger","The Upside of Anger"
"The Portrait of a Lady","The Portrait of a Lady"
"Jungdok","Jungdok"
"House of D","House of D"
"Defending Your Life","Defending Your Life"
"The Cry","The Cry"
"Lassiter","Lassiter"
"Larry the Cable Guy: Health Inspector","Larry the Cable Guy: Health Inspector"
"Cheaper by the Dozen","Cheaper by the Dozen"
"Videodrome","Videodrome"
"Ocean's Thirteen","Ocean's Thirteen"
"Point of No Return","Point of No Return"
"Above and Beyond","Above and Beyond"
"Big Shots","Big Shots"
"Blood Simple","Blood Simple"
"After the Sunset","After the Sunset"
"Two Brothers","Two Brothers"
"Henry Fool","Henry Fool"
"The Village","The Village"
"Diary of the Dead","Diary of the Dead"
"The Cabin in the Woods","The Cabin in the Woods"
"Analyze That","Analyze That"
"The Contender","The Contender"
"Batman: Under the Red Hood","Batman: Under the Red Hood"
"Larger Than Life","Larger Than Life"
"My Favorite Spy","My Favorite Spy"
"Born Yesterday","Born Yesterday"
"No Reservations","No Reservations"
"Inside Monkey Zetterland","Inside Monkey Zetterland"
"Eyes of Fire","Eyes of Fire"
"Billy Madison","Billy Madison"
"Your Highness","Your Highness"
"Hello Again","Hello Again"
"Fever Pitch","Fever Pitch"
"The Hebrew Hammer","The Hebrew Hammer"
"Duplicity","Duplicity"
"Serial","Serial"
"The Debt","The Debt"
"What Women Want","What Women Want"
"Jackass: Number Two","Jackass: Number Two"
"Like Mike","Like Mike"
"Slam Dance","Slam Dance"
"Clean Slate","Clean Slate"
"In Between Days","In Between Days"
"Sophie Scholl – The Final Days","Sophie Scholl – The Final Days"
"The Mod Squad","The Mod Squad"
"Tell No One","Tell No One"
"Bienvenue chez les Ch'tis","Bienvenue chez les Ch'tis"
"Caught Up","Caught Up"
"Get Real","Get Real"
"The Marrying Kind","The Marrying Kind"
"Madhouse","Madhouse"
"The Crazies","The Crazies"
"Tucker & Dale vs Evil","Tucker & Dale vs Evil"
"Dawn of the Dead","Dawn of the Dead"
"White Squall","White Squall"
"About Last Night","About Last Night"
"Dune","Dune"
"Bad Santa","Bad Santa"
"Our Family Wedding","Our Family Wedding"
"The Firm","The Firm"
"Marmaduke","Marmaduke"
"Making Mr. Right","Making Mr. Right"
"Catfish","Catfish"
"Chain Letter","Chain Letter"
"The Concorde...Airport '79","The Concorde...Airport '79"
"Désirée","Désirée"
"The Escape Artist","The Escape Artist"
"Trishna","Trishna"
"August Rush","August Rush"
"The Relic","The Relic"
"TMNT","TMNT"
"Cat People","Cat People"
